text,label
കണ്ടു നോക്ക്..  ജാക്‌സ്പാരോ ആണ് വില്ലൻ എന്ന് ഉറപ്പായി,0
1:52 mass level  Fdfs urappichavar like adikku,0
Suraj venjaramood  Big fan from tamilnadu...  Adi poli acting,0
Katta waiting madura raja mammokka kidu mass,0
Duper hit aavatte  Mammookka,0
Undayude trailer june 20 shesham kanunnavrundo,0
#L kandatt iniyum inyum kaananm enne thonnunnavar undo ividea...,0
ആരോ ഒരാളല്ല.. എന്റെ ഏട്ടൻ... my big brother,0
നന്മ മരം ഇനിയില്ല .. ഫിറോസ് കുന്നംപറമ്പിൽ ചാരിറ്റി പ്രവർത്തനം അവസാനിപ്പിച്ചു . Firos kunnumparambil,0
ഇതിനും കയറി dialiko എന്തുവാടെ.... നിന്റെ ഒക്കെ നിലവാരം..... ikka,0
ഈ നല്ല സിനിമ മലയാളത്തിനു സമ്മാനിച്ച പ്രിയ കലാകാരന്മാർക്  എന്റെ ഹൃദയം നിറഞ്ഞ നന്ദി അറീക്കുന്നു,0
Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan,0
ഈ ഓണം ഇട്ടിമാണി എടുത്തു കഴിഞ്ഞു. ഇനി 6ആം തീയതി ഇട്ടിച്ചന്റെ വക പൂരം,0
Varav kandit padam 8 nilayil pottunna thonnane,0
ഇത് കണ്ടാലേ അറിയാം സൂപ്പർ മൂവി ആണെന്ന്,0
Trailer il thanne full story undallo! Padam kidilan aakatte🤓,0
മമ്മൂക്ക യുടെ ഒരു 150+ movie കണ്ടിട്ടുണ്ടാകും ഒന്നിലും ഇങ്ങനെ ഒരു കൊലച്ചിരി കണ്ടിട്ടില്ല,0
Lift il kudungi rakshapedunnath ano kadha yenn thoniyavar like adiche,0
Evdeyoo Slum dog millionaire movie saamyam like,0
LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA,0
#NiViN PauLy   GEETU  MOHANDAS  🤩#pOLiee kiDDuu 🥰,0
ikkaude MADHURARAJAKKU  VIJAY FANS KANJIRAPPALLY UDE ELLA AASHAMSAKALUM,0
നമ്മുടെ മലയാളം സിനിമ മൊത്തം ഇപ്പോൾ വേറെ ലെവൽ ആയി..  ക്ലാസിനു ക്ലാസ്സ്‌..  മാസിനു മാസ്സ്.  മരണമാസിനു  മരണ മാസ്.. ഹോ കാണാൻ കൊതിയായിട്ട് പാടില്ല..,0
Abrid shine  ഇത് മലയാളത്തിൽ ഒരു milestone ആവട്ടെ.... ആശംസകൾ,0
Ente ammoo.... Aaa super man punch undallo ...Ijjathi item.....,0
മാമാങ്കം എന്ന കേരളത്തിന്റെ ചരിത്രം,0
ഇതുവരെ 2.1 k പൂജപ്പുര മച്ചാൻസ് ടീസർ കണ്ടു  .. enjoy..Enjoy..,0
എന്ത് ട്രാക്ക് ആണല്ലേ? That's so real man...,0
Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like,0
Vineeth sreenivasan presents,0
Raja 100cr adikkumenn urappullavar like adikk,0
ഇസത് അല്ല ലാലേട്ടാ  Izzath... അത് അറബി വേർഡ് ആണ്.. അത് പറയാനും കൊറച്ചു izzath venm,0
Trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക്‌ adi,0
ആരും  കണ്ടേക്കരുതേ,1
Ithanu.. Makkale nammal kanan aagrahicha ettan,0
പച്ചയായ പടം ആയിരിക്കും   മൂത്തോൻ,0
ചാക്കോച്ചൻ മിഥുൻമാനുൽ കൂട്ടുകെട്ട് ഇത് പൊളിക്കും,0
Prithvi director.... Lalettan nayakan... But trailer teaser nte athra vannilla... Trailer kandappoo... Murali gopi aannalloo kadha nu veendum ormipichuuu... Pratheeksha poyi,0
Lucifer 4 divasam kondu 50 kodi ayathu pole ....ithum 50 kodi avatte ennu njan prarthikkunnu...ennu lalettan fan,0
oru rakshayum illa. kidu padam thane. ethra kandittum mathiyakunnilla,0
SRK ഇഹ്  FAN ഇഹ് സിനിമ ഇഹ് പോലുണ്ട് ഇഹ് ഇഹ്..,0
#fan srk  movie pole und...,0
എന്തു പേടിയാണ് മക്കളെ . ട്രെയിലർ വരുന്നതിന് മുമ്പ് തന്നെ  ഡിസ്‌ലൈക്ക് അടിക്കാൻ,0
Likeum illa...Dislike um illa... Lalettan ishtam mathram,0
11million aayo enn nokaan varunnavarundo ??,0
സുരാജേട്ടന് കോമഡി മാത്രമല്ല സീരിയസ് റോളുകളും വഴങ്ങുമെന്ന് പുള്ളി വീണ്ടും വീണ്ടും തെളിയിച്ചു കൊണ്ടിരിക്കുവാണല്ലോ,0
arokee ningaldee comentsnu etraa like kittenu nokkan vannu,0
Srk ടെ fan മൂവി പോലെ ഉണ്ടല്ലോ,0
Trailer kanditu hit aakumaenonum paeayunila pakshae Suraajaetantae Abhinayam kidukum,0
മഞ്ജു ചേച്ചിക്ക് പറ്റിയ bold role.. പണ്ട് കാണുന്ന പോലെ തന്നെ..FDFS കണ്ടിരിക്കും..  മഞ്ജു ചേച്ചി,0
Against കമ്മീസ്,0
Iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..,1
You tube hang ayo ??? 34K views change avunnilalo 🤔🤔🤔,0
oru moideenum  katinintavila odiyan vendi,0
ഇതെന്താ വല്ല 2003ൽ ഷൂട്ടിംഗ് കഴിഞ്ഞ പടം ആണോ... what an outdated making🤮,0
Enna friendship day ku oru cake vangich kodk,0
Ejjathi level sadhanam ishttappettavar like adik🥰,0
Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...,0
2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..,0
Bgm okke powli.... But poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... Endhokayo suspence und enn manasilayi......... Waiting,0
ettante mattoru vismayamakum big brother ...  laletta muthe......,0
Enna lookanu ikka...... U r the best,0
FDFS locked ...     Ikka uyir ...,0
Inganethe massinde koode aa mukhavum kanichal kidukkum,0
IKKA നിങ്ങളെ പോലെ നിങ്ങൾ മാത്രേയുള്ളു.  ആ ചിരി   TEASER - VERITHANAM,0
Raja odi vaykkan povunnathu Akshay thomasineya,0
Mammootty  Unni Mukundan  Prachi Tehlan  Siddique  Achuthan Anusitara Iniya Kaniha Tarun Arora Suresh krishna  Manikuttan Sudev nair Manikandan,0
നമ്മുടെ സ്വന്തം ട്രെയിലർ മെഗാ സ്റ്റാറിന് എത്ര ലൈക്ക്?,0
malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...,0
ഷാൻഷൂ പൂച്ചയുടെ role ഇട്ടിമാണിയിൽ കാണാൻ waiting,0
Vivek obreoi sound nalla paraichaya arudey sounda aryo arkengilum,0
Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham,0
ട്രെൻഡിങ് No.1 ആയതിനു ശേഷ വീണ്ടും കാണാൻ വന്നവർ ഉണ്ടോ,0
ഇജ്ജാതി ലുക്ക്‌...  സൗണ്ട് മോഡുലേഷൻ  ഇക്ക ഫുൾ ഫോം,0
Njammuke ikkade MadhuraRajayude Trailarinaayi wait cheyyunnavar undenkil adicho ivide oru like,0
Sambhavam kalaki secen ok mass anne,0
സത്യം പറയാലോ ഈ അടുത്തൊന്നും ഒരുത്തനും ഇമ്മാതിരി teaser ഇറക്കി രോമാഞ്ചം കൊള്ളിച്ചിട്ടില്ല....,0
Nalla movie aanu ellarum kananam surajettam pwolichu. Nalla oru massage thanna movie.,0
Ethenna pottan kaliyo idhano big budget cenimede dialoge,0
Enteh laletta eth trailer aanu uff,0
മവ്വനെ കൊല ഗാണ്ടിലെ ഇരുക്ക്‌.. ഹ ഹ കൊല്ലാമ വിടമാട്ടെ,0
ഇതിൽ mammootty രജനി ഫാൻ ആണെന്ന് തോന്നുന്നു,0
unniyude mamangam ennum paranju karanjondu nadannavarude annakkiladichu kodutha mammookka,0
Joshi sirnte kayivonnu angana poi povoola mone,0
Padam kanditte ite kanan vannavar like poduu.,0
Entammooo onnum parayanilla  LEVEL,0
Trailer views kurava...ennalum trailor kandavar aarum thrilling akathirikkoola...,0
മലയാളത്തിൽ ഇനിയും ഇങ്ങനുള്ള ത്രില്ലെർ പടങൾ വരണം,0
Trailer valare short aayipoyi enna abhiprayakkar ivde come onbtw kidu trailer,0
ഏദെങ്കിലും ഹോളിവുഡ് സിനിമ പോലെ സാമ്യം തോന്നിയോ ആർകെങ്കിലും??,0
അന്യായം പൊറിഞ്ചുവിനെയും മറിയത്തിനെയും പിന്നെ ജോസിനെയും കാണാൻ കട്ട വെയ്റ്റിങ്ങ്,0
Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli,0
Ee cinimayil prithviraj mikkavarum guest roleil kaanum.,0
E onathin junior actor's onum vanit kariyam illa itu namude senior laleten thane kodu pokum. Ol laleten fans ivde vanit like adich pwolichu poyikolu,0
Madhura Raja Theme 8D Bgm  and share A katta mammuqa fann..,0
SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔,0
നല്ല ഊള language ... ഇത് കിളിച്ചുണ്ടൻ മാമ്പഴം part 2 ആണോ? Mass dialogue: ഉസ്മാനേ തീയും കൈയും പറപ്പിച്ച് കൊണ്ട് ഒരു കൂട്ടം വരണുണ്ട്,0
ഷമ്മി എന്ന സൈക്കോ മരം വീണു  ഇനി ആര്??  രവി പത്മനാഭൻ,0
Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??,0
Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu,0
Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo,0
Mass itom. Mass dialogue. Lalettan polikum,0
എന്റെ പൊന്നോ... വെറും mass അല്ല.... മരണ മാസ്സ്.  A  NEW FACE OF FACE OF INDIAN CINEMA,0
മഞ്ജു ചേച്ചിയുടെ ശക്തമായ കഥാപാത്രം വീണ്ടും അവതരിക്കുന്നു,0
ഇത് പൊളിക്കും മച്ചന്മാരെ.. വേറെ ഒരു കിടില്ലം ഐറ്റം കാണാം:,0
Mass marana mass like thalaivar rajini fan,0
മലയാളത്തിൽ ഒരുപിടി നല്ല സിനിമ തന്നിട്ടുള director abrid shine,0
1:34 side ill nikkunnath prithviraj alle,0
Jayasurya entry ulla bgm   Arjun Reddy pole arkenkilum thonniyoo,0
മലയാളത്തിൽ ഇങ്ങനെ ഒരു movie ചെയ്യുക എന്ന risk എടുത്ത എബ്രിഡ് അണ്ണന് എന്റെ like,0
ആ  അടിപൊളി english ആണല്ലോ..  എന്നാ ഒരു ചായകുടിച്ചോ..  എന്ന ഡയലോഗ് ഒഴിവാക്കീരുന്നേൽ കിടു എഡിറ്റിംഗ് ആകുമായിരുന്നു..   ഇടക്കുള്ള ഡയലോഗ് തുടക്കത്തിലേ ആ ഫ്ലോ അങ്ങ് പോയി,0
ഷറഫുദ്ധീൻ ആണെന്ന് തോന്നുന്നു ഈ സീരിയൽ കില്ലർ,0
ഇയാളുടെ ലുക്ക്‌ മാത്രം കാണാൻ വേണ്ടി പടത്തിന് പോകാൻ ക്ഷണിക്കുന്ന പോലെയാ ഓരോ ടീസറും പിന്നെ അതിന്റെ വാര്ത്തകളും.....  നല്ല പടം എന്ന നിലക്ക് ഒരു പടവും പ്രൊമോട്ട് ചെയ്യാൻ ഇല്ലേ ഇയാൾക്ക്..... കഷ്ടം തന്നെ,0
Ore oru rajavu lalettan  🥰 10 million views aakum,0
VAADA scene 1:51 veendum kaanaan vendi maathram vannavar oru like  adiche,0
eante ponnu ikka mass love mammookka,0
ഇതൊരുമാതിരി കന്നഡ തെലുങ്ക് തമിഴ്നാട് എന്നിവിടങ്ങളിൽ ഉപയോഗിച്ച് പഴകിയ സാധനങ്ങൾ പുതിയ പാക്കിംഗ് ആക്കി കൊണ്ട് വന്നത് പോലുണ്ട്  എന്തിനാണ് സിദ്ദിഖേ നിലത്തു നിന്ന് നല്ല ഒന്നാം തരമായിട്ട് ഫൈറ്റ് ചെയ്യാൻ അറിയാവുന്ന മോഹൻലാലിനെ ഇങ്ങനെ കെട്ടിതൂക്കണമാരുന്നോ,0
ലാലേട്ടനെ മാർഗം കളി പഠിപ്പിച്ചത് നമ്മുടെ സ്വാസിക ചേച്ചി ആണ്...,0
ഇരുട്ടിന്റെ ആയുസ് സൂര്യൻ ഉദിക്കുന്നത് വരെ യൊള്ളു ലാലേ  കുഞ്ഞാലി മരക്കാർ മമ്മുക്കാനേ കണ്ടു പടിക് COMING SOON,0
Police ayittu ulla Pennumpilla eatha Oru police lookum ella Ayalkuttathila chechiyapola undu,0
Boss mass  മോഹൻലാൽ ന്റെ അച്ഛൻ അല്ല മാമൂട്ടി ടെ അച്ഛൻ,0
Madhuraraja teaser ethaanenkil trailer enthaayirikkum April kazhinjaal theater ok kaanumo aavo,0
ജോഷിഈഈഈഈഈഈ ഓഓ ഊഊഓ നിങ്ങൾ ഇത് കാണുക... ഈ ഭൂഗോളത്തിൽ Why this man is called a Genius,0
ജോഷി സാറിന്റെ പടം മലയാളിയക്ക് കാണാതിരിക്കാൻ കഴിയുമോ പൊളിയിക്കും,0
കുറച്ചു സമയം കൊണ്ട്  Shylock ഇനെ  മുക്കി  BIGBROTHER 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰#trending1,0
Trailer pora  appo padam urappanu flop akkum,0
3.06.-315  ettante step ethra vattam reply cheythu kandunnariyilla,0
Njan mammootty fana but lalettan e onam thootuvarum polikkum,0
Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam,0
Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode,0
Lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam,0
നല്ല ഊള ടീസർ.. പടം ഇങ്ങനെ ആവാതിരുന്നാൽ ഭാഗ്യ,0
Nayika liftil kudungunnu... Ellaarum oodi nadannu anveshikunnu....,0
Trailer atra pora . Movie nannayirikumenu pratheekshikunu,0
ഇൗ പ്രായത്തിലും എന്നാ ഒരു ലുക്കാണ് .മമ്മൂക്ക🤩,0
Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....,0
ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram,0
എന്റെ പൊന്നു പാപ്പാൻ ചേട്ടാ ഒന്നു വേഗത്തിൽ വിട്യോ....ഈ ഓണത്തിന് എറക്കാനുള്ളേണ്.... <3 <3 :*,0
Trailor ഇറങ്ങിയപ്പോൾ ആണ് എന്താണ് movie എന്നത് എന്ന് കൃത്യം ആയി idea കിട്ടിയത്,0
ബിഗ്ബ്രദ൪...       ഒരു ഫ്ലാഷ് ബാക്ക് സ്റ്റോറി ആവാ൯ ചാ൯സു കൂടുതലാണ്.. കമാ൯ഡോ ഒാഫീസറായ ലാലേട്ട൯റ കഴിഞകാല൦ മാസ്സ് സ്റ്റോറി ലവലിൽ പറയുന്നതാവു൦ എന്ന് എനിക്ക് തോന്നുന്നു ....  എന്തായാലു൦ സിനിമ തീ൪ച്ചയായു൦ ശ്രദ്ധിക്കപെടു൦..,0
Poli Poli Poli Poli Poli Poli Poli Poli Poli 🥰,0
0.05 യ്യോ...ലാ ചെക്കന്റെ ശബ്ദം കരിക്കിലെ ശംഭുന്റെത് പോലെ.,0
eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp,1
Gym Bossin Vidaa... Ittymaaniydde Margam Kali Ini Troll Lokam Bharikkum,0
മമ്മൂട്ടി ആരാധകരെയും സിനിമാപ്രേമികളേയും ഒരു പോലെ ആവേശത്തിലാക്കിയ  മാമാങ്ക ചരിത്രത്തിലെ ഏറ്റവും മനോഹരമായ ഗാനം,0
മുംബൈ ഫിലിം ഫെസ്റ്റിവലിൽ (മാമി) പ്രദർശിപ്പിച്ച ഗീതു മോഹൻദാസ് - നിവിൻ പോളി ചിത്രം മൂത്തോന്റെ റിവ്യൂ.,0
ഞാൻ എനിക്ക് തോന്നിയ കാര്യം പറഞ്ഞോട്ടെ.. കൊല്ലരുത്. ഞാൻ ഒരു കട്ട നിവിൻ ഫാൻ ആണ്..from his very first movie. മൂത്തോൻ വരാൻ കാത്തു കാത്ത് ഇരിക്കുവരുന്നു.... പക്ഷെ trailer എന്നെ നിരാശപ്പെടുത്തി. നിവിൻ ൽ നിന്ന് പുതിയത് ആയും വ്യത്യസ്തം ആയും യാതൊരു അനുഭവവും എനിക് തോന്നിയില്ല.. മിഖായേൽ ന്റെയും കൊച്ചുണ്ണി ടെയും ഒക്കെ ഒരു ആവർത്തനം മാത്രം.. തുടർച്ച ആയുള്ള ഒരേ രീതി അഭിനയത്തിൽ നിന്നും ഗീതു മോഹൻദാസ് ന് എങ്കിലും നിവിനെ പുറത്തു കൊണ്ടു വരാൻ കഴിയും എന്ന ശുഭ പ്രതീക്ഷയിൽ ആയിരുന്നു.എല്ലാം തകർന്ന പോലെ... ഞാൻ കാത്തിരുന്നത് മൂത്തോനേ ആയിരുന്നു....നിവിനെ ആയിരുന്നില്ല.. so much disappointed.,0
50 mins 159k views.. power of laletan,0
Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi,0
എന്തായാലും ഇങ്ങനുള്ള പ്രേമം  പിടിച്ച പടങ്ങൾ അച്ചന്മാർക്കു സഹായം ആണ്,0
Enik thonnunu idh telugu padam pole ayirkum enn......,0
8 million avvum ennu orappullavar like addichha,0
ith rajuvattante sambil lusipur adaar aitam varunnu MEAGA STAR MAMMUKKAYAN MAKKALE,0
ഇത് നമ്മുടെ കോട്ടയം ആണല്ലോ. സത്യം പറഞ്ഞാൽ വടക്കുള്ള ചില സുഹൃത്തുക്കൾ ഈയടുത്തു  ചോദിച്ചു കോട്ടയം എന്ന് പറഞ്ഞാൽ പാലാ അല്ലെ എന്ന്.മലയാള സിനിമ നൽകിയ മറ്റൊരു തെറ്റായ അറിവാണ് ഇത്.  അവർ പലരും കോട്ടയം town എന്നൊരു സംഭവം കേട്ടിട്ടേ ഇല്ല. സത്യത്തിൽ കോട്ടയത്ത്‌ നിന്നു പാലയ്ക്ക് ഏകദേശം 30 കിലോമീറ്ററിനടുത്തു ദൂരം ഉണ്ട്.,0
Raju ettanu inside  dressil kaanan oru bangi illannu eniku mathramano thonniye,0
മമ്മൂക്ക fans എന്നെ ഒന്ന് subscribe   ചെയ്യോ plzzz,0
Mammookka & Ajai vasudev!!!  Marana mass combination!!!  ഈ കോംബോ ഇഷ്ടമുള്ളവ൪ ഒരു ലൈക്ക് തന്നിട്ട് പോയാൽമതി,0
പട തലവൻ വരവ് അറിയിച്ചു.... ഇനി അസുരന്റെ വരവ് 🤩🤩,0
Paatu kandappo inganonnum aayirunallallo parannjathu,0
Ahaa Jayettoo ijjathi mass look.. FDFS urapp,0
Illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon,0
മഞ്ജുച്ചേച്ചി കട്ട ഫാൻസ്‌ ഇവിടെ കമ്മോൺ,0
മാരകം ട്രെയ്‌ലർ പൊളിച്ചു ഇനി റിലീസ് ഡേ തകർക്കാം,0
Idu entina trailer il padam motham kanikune?,0
മരണ മാസ്സ് മമ്മൂക്ക പ്രതീക്ഷിച്ചതിലും അപ്പുറം വേറെ level,0
Classinu class maassinu mass ijjaathi item raaju ettan      & mammookka,0
ആരോ ഒരാൾ അല്ല എൻ്റെ ഏട്ടൻ  െെമ ബിഗ് ബ്രദർ,0
Big B  ANNUM INNUM INI ENNUM  Mammookka Thenne aan,0
Thokk,0
Njn oru katta lalettan fan anu pakshe ithoru oru onanora item thaneyaa 🥰🥰katta waiting,0
Ithu rajayude 3 strong Alla ettande Lucifer,0
Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam,0
Ee cinimayil prithviraj mikkavarum guest roleil kaanum.,0
BGM ejjathi...romancham...athine pati adhikam paranju kandilla,0
10M adikkum ennullavar aadhyam like onn adiche,0
Padam kand kilipoyitt ivede vannavar undo...      What a movie....,0
Mavane kola kattile irukke ha.. ha... kollamma vidamatten. Ikka heavy Item polichu,0
1:07 -il nammade arjun reddy sradhichathu njan maathramaano🤔🤔 btw mothathode adipoli aarunnu🤩🤩,0
കിടുവേ ഒരിടവേളക്ക് ശേഷം ഒരു കിടിലൻ ത്രില്ലെർ മോളിവുഡിൽ ഒരുങ്ങുന്നു,0
ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.,0
Ittimani kanaan arokke plan ittu.katta waiting,0
ട്രൈലെർ കണ്ടപ്പോൾ തന്നെ സിനിമയുടെ  കഥ ഏകദേശം മനസിലായി... but.....  Writer sachy സർ ആണ്...   ഉറപ്പായിട്ടും ഒരു കിടിലൻ twist ഉണ്ടാക്കും,0
12:00 pidich ninn eni sugayitt kidann uranga  eni release n vendi iam waiting,0
vyshak sir trailer search cheythitt kittunilla innala kittiyirinu,0
kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi,0
Etu lucifere polichu adukum...... Raja return daa.....,0
Asianet il innu porinju kanan irunnatha. Odukatha oru idi vettu...tv off cheyendi vannu,0
Namma chellanam Panchayat Anu    Neubour Panchayat kumbalangy,0
Verum gust roll nu ejjathi waiting,0
പൂക്കളം effect മാറി ഇപ്പോൾ ത്രികോണം effect ആണ് ട്രെന്റ്,0
അടിപൊളി....  ikka fan aaya enik polum romanjam,0
എബ്രിഡ്ന്റെ different ആയിട്ടുള്ള presentation ഒരുപാട് ഇഷ്ട്ടമാണ്. പടത്തിനു വേണ്ടി കട്ട വെയ്റ്റിംഗ്,0
T series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju,0
Appo lucifer  theernnu.lalettaa varunnathu RAAJAyaanu MEGA star MAMMOOTTYude MADHURARAAJA,0
Shylok കുറച്ച് മാറി നിക്ക്...,0
താന്തോന്നിക്ക് ശേഷം വീണ്ടും പ്രിത്വിരാജ് and സുരാജേട്ടൻ കോംബോ.  Katta waiting.....  Fdfs locked.,0
Poyi paranjekku baapa vannitundennu.... Dubailnu... King derick is on hunt....,0
Prakash Raj Ullatu kondu chelappo hit aavum,0
bro  tamil nadu la  e padam release  Avo,0
